id,full_name,season
1630560,Cam Thomas,2023-24
202738,Isaiah Thomas,2023-24
1641708,Amen Thompson,2023-24
1641709,Ausar Thompson,2023-24
202691,Klay Thompson,2023-24
202684,Tristan Thompson,2023-24
1630550,JT Thor,2023-24
1629680,Matisse Thybulle,2023-24
1630214,Xavier Tillman,2023-24
1631210,Jacob Toppin,2023-24
1630167,Obi Toppin,2023-24
1629308,Juan Toscano-Anderson,2023-24
1626157,Karl-Anthony Towns,2023-24
1629018,Gary Trent Jr.,2023-24
1631131,Oscar Tshiebwe,2023-24
200782,P.J. Tucker,2023-24
1626167,Myles Turner,2023-24
1641816,Hunter Tyson,2023-24
1630649,Stanley Umude,2023-24
202685,Jonas Valanciunas,2023-24
1627832,Fred VanVleet,2023-24
1629020,Jarred Vanderbilt,2023-24
1630170,Devin Vassell,2023-24
1628426,Sasha Vezenkov,2023-24
1629216,Gabe Vincent,2023-24
202696,Nikola Vucevic,2023-24
1641774,Tristan Vukcevic,2023-24
1629731,Dean Wade,2023-24
1630532,Franz Wagner,2023-24
1629021,Moritz Wagner,2023-24
1630688,Ish Wainright,2023-24
1631133,Jabari Walker,2023-24
1641716,Jarace Walker,2023-24
1629022,Lonnie Walker IV,2023-24
1641717,Cason Wallace,2023-24
1641775,Jordan Walsh,2023-24
203933,T.J. Warren,2023-24
1629023,P.J. Washington,2023-24
1630613,Duane Washington Jr.,2023-24
1631102,TyTy Washington Jr.,2023-24
1629139,Yuta Watanabe,2023-24
1630322,Lindy Waters III,2023-24
1630570,Trendon Watford,2023-24
1631212,Peyton Watson,2023-24
1641705,Victor Wembanyama,2023-24
1631104,Blake Wesley,2023-24
201566,Russell Westbrook,2023-24
1629632,Coby White,2023-24
1628401,Derrick White,2023-24
1631298,Jack White,2023-24
1641727,Dariq Whitehead,2023-24
1641715,Cam Whitmore,2023-24
1630598,Aaron Wiggins,2023-24
203952,Andrew Wiggins,2023-24
1629623,Lindell Wigginton,2023-24
1631214,Alondes Williams,2023-24
1630314,Brandon Williams,2023-24
1629684,Grant Williams,2023-24
1631114,Jalen Williams,2023-24
1631119,Jaylin Williams,2023-24
1629026,Kenrich Williams,2023-24
1642013,Malik Williams,2023-24
1631109,Mark Williams,2023-24
1631466,Nate Williams,2023-24
1630172,Patrick Williams,2023-24
1630533,Ziaire Williams,2023-24
1629057,Robert Williams III,2023-24
1631246,Vince Williams Jr.,2023-24
1629627,Zion Williamson,2023-24
1628391,D.J. Wilson,2023-24
1630592,Jalen Wilson,2023-24
1629685,Dylan Windler,2023-24
1630164,James Wiseman,2023-24
1631209,Isaiah Wong,2023-24
1626174,Christian Wood,2023-24
1626153,Delon Wright,2023-24
201152,Thaddeus Young,2023-24
1629027,Trae Young,2023-24
1630209,Omer Yurtseven,2023-24
203469,Cody Zeller,2023-24
1627826,Ivica Zubac,2023-24
1630173,Precious Achiuwa,2022-23
203500,Steven Adams,2022-23
1628389,Bam Adebayo,2022-23
1630534,Ochai Agbaji,2022-23
1630583,Santi Aldama,2022-23
1629638,Nickeil Alexander-Walker,2022-23
1628960,Grayson Allen,2022-23
1628386,Jarrett Allen,2022-23
1641851,Timmy Allen,2022-23
1630631,Jose Alvarado,2022-23
203937,Kyle Anderson,2022-23
203507,Giannis Antetokounmpo,2022-23
203648,Thanasis Antetokounmpo,2022-23
1630175,Cole Anthony,2022-23
1628384,OG Anunoby,2022-23
1627853,Ryan Arcidiacono,2022-23
1630166,Deni Avdija,2022-23
1629028,Deandre Ayton,2022-23
1628962,Udoka Azubuike,2022-23
1630641,Ibou Badji,2022-23
1628963,Marvin Bagley III,2022-23
1641735,Amari Bailey,2022-23
1631116,Patrick Baldwin Jr.,2022-23
1630163,LaMelo Ball,2022-23
1628366,Lonzo Ball,2022-23
1628964,Mo Bamba,2022-23
1631094,Paolo Banchero,2022-23
1630217,Desmond Bane,2022-23
1630625,Dalano Banton,2022-23
1631230,Dominick Barlow,2022-23
203084,Harrison Barnes,2022-23
1630567,Scottie Barnes,2022-23
1629628,RJ Barrett,2022-23
1629646,Charles Bassey,2022-23
1641734,Emoni Bates,2022-23
1628966,Keita Bates-Diop,2022-23
201587,Nicolas Batum,2022-23
1629647,Darius Bazley,2022-23
203078,Bradley Beal,2022-23
1627736,Malik Beasley,2022-23
1630699,MarJon Beauchamp,2022-23
1631262,Jules Bernard,2022-23
202722,Davis Bertans,2022-23
201976,Patrick Beverley,2022-23
1630180,Saddiq Bey,2022-23
1629048,Goga Bitadze,2022-23
1641931,Onuralp Bitim,2022-23
202687,Bismack Biyombo,2022-23
1641710,Anthony Black,2022-23
1641778,Leaky Black,2022-23
1631205,Buddy Boeheim,2022-23
203992,Bogdan Bogdanovic,2022-23
202711,Bojan Bogdanovic,2022-23
1629626,Bol Bol,2022-23
1629716,Marques Bolden,2022-23
1626164,Devin Booker,2022-23
1630527,Brandon Boston Jr.,2022-23
1628449,Chris Boucher,2022-23
1630547,James Bouknight,2022-23
1631123,Jamaree Bouyea,2022-23
1631103,Malaki Branham,2022-23
1631128,Christian Braun,2022-23
1628969,Mikal Bridges,2022-23
1628970,Miles Bridges,2022-23
1629052,Oshae Brissett,2022-23
1631167,Izaiah Brockington,2022-23
1627763,Malcolm Brogdon,2022-23
1629717,Armoni Brooks,2022-23
1628415,Dillon Brooks,2022-23
1628971,Bruce Brown,2022-23
1627759,Jaylen Brown,2022-23
1631112,Kendall Brown,2022-23
1641738,Kobe Brown,2022-23
1629650,Moses Brown,2022-23
1630535,Greg Brown III,2022-23
1629718,Charlie Brown Jr.,2022-23
1628972,Troy Brown Jr.,2022-23
1628973,Jalen Brunson,2022-23
1628418,Thomas Bryant,2022-23
1641723,Kobe Bufkin,2022-23
203493,Reggie Bullock Jr.,2022-23
202692,Alec Burks,2022-23
1630215,Jared Butler,2022-23
202710,Jimmy Butler,2022-23
1631288,Jamal Cain,2022-23
203484,Kentavious Caldwell-Pope,2022-23
1641739,Toumani Camara,2022-23
1628427,Vlatko Cancar,2022-23
203991,Clint Capela,2022-23
1628975,Jevon Carter,2022-23
1628976,Wendell Carter Jr.,2022-23
1630618,D.J. Carton,2022-23
1627936,Alex Caruso,2022-23
1630658,Colin Castleton,2022-23
1630608,Malcolm Cazalon,2022-23
1630577,Julian Champagnie,2022-23
1630551,Justin Champagnie,2022-23
1631108,Max Christie,2022-23
1631321,Sidy Cissoko,2022-23
1641740,Jaylen Clark,2022-23
1629634,Brandon Clarke,2022-23
203903,Jordan Clarkson,2022-23
1629651,Nic Claxton,2022-23
1641730,Noah Clowney,2022-23
1629599,Amir Coffey,2022-23
1628381,John Collins,2022-23
1628380,Zach Collins,2022-23
201144,Mike Conley,2022-23
1626192,Pat Connaughton,2022-23
1641731,Bilal Coulibaly,2022-23
1641741,Ricky Council IV,2022-23
203496,Robert Covington,2022-23
1628470,Torrey Craig,2022-23
203109,Jae Crowder,2022-23
1630622,Jalen Crutcher,2022-23
1630595,Cade Cunningham,2022-23
203552,Seth Curry,2022-23
201939,Stephen Curry,2022-23
1630700,Dyson Daniels,2022-23
203076,Anthony Davis,2022-23
1631098,Johnny Davis,2022-23
1631120,JD Davison,2022-23
201942,DeMar DeRozan,2022-23
1641926,Dexter Dennis,2022-23
1628978,Donte DiVincenzo,2022-23
1631217,Moussa Diabate,2022-23
1629603,Mamadi Diakite,2022-23
1628977,Hamidou Diallo,2022-23
1641711,Gradey Dick,2022-23
1631172,Ousmane Dieng,2022-23
203915,Spencer Dinwiddie,2022-23
1629029,Luka Doncic,2022-23
1629652,Luguentz Dort,2022-23
1630245,Ayo Dosunmu,2022-23
1630288,Jeff Dowtin Jr.,2022-23
1630929,Henri Drell,2022-23
203083,Andre Drummond,2022-23
1630537,Chris Duarte,2022-23
1630561,David Duke Jr.,2022-23
1627739,Kris Dunn,2022-23
201142,Kevin Durant,2022-23
1631105,Jalen Duren,2022-23
1631106,Tari Eason,2022-23
1630162,Anthony Edwards,2022-23
1630556,Kessler Edwards,2022-23
1631165,Keon Ellis,2022-23
203954,Joel Embiid,2022-23
1629234,Drew Eubanks,2022-23
1641787,Tosan Evbuomwan,2022-23
203957,Dante Exum,2022-23
1628981,Bruno Fernando,2022-23
1627827,Dorian Finney-Smith,2022-23
1641745,Adam Flagler,2022-23
1630201,Malachi Flynn,2022-23
1631323,Simone Fontecchio,2022-23
1630259,Jordan Ford,2022-23
1630235,Trent Forrest,2022-23
203095,Evan Fournier,2022-23
1628368,De'Aaron Fox,2022-23
1631241,Javon Freeman-Liberty,2022-23
1641788,Alex Fudge,2022-23
1628365,Markelle Fultz,2022-23
1641847,Andrew Funk,2022-23
1629117,Wenyen Gabriel,2022-23
1629655,Daniel Gafford,2022-23
201568,Danilo Gallinari,2022-23
1641945,Jaylin Galloway,2022-23
1629636,Darius Garland,2022-23
1630586,Usman Garuba,2022-23
1630568,Luka Garza,2022-23
1629232,Kaiser Gates,2022-23
1641718,Keyonte George,2022-23
202331,Paul George,2022-23
201959,Taj Gibson,2022-23
1630581,Josh Giddey,2022-23
1628385,Harry Giles III,2022-23
1628983,Shai Gilgeous-Alexander,2022-23
1630264,Anthony Gill,2022-23
1631221,Collin Gillespie,2022-23
1631367,Jacob Gilyard,2022-23
203497,Rudy Gobert,2022-23
1630692,Jordan Goodwin,2022-23
203932,Aaron Gordon,2022-23
201569,Eric Gordon,2022-23
1628984,Devonte' Graham,2022-23
203924,Jerami Grant,2022-23
1630564,RaiQuan Gray,2022-23
1631260,AJ Green,2022-23
201980,Danny Green,2022-23
203110,Draymond Green,2022-23
1630224,Jalen Green,2022-23
1629750,Javonte Green,2022-23
201145,Jeff Green,2022-23
1630182,Josh Green,2022-23
1631100,AJ Griffin,2022-23
1629656,Quentin Grimes,2022-23
1631338,Mouhamadou Gueye,2022-23
1631243,Mouhamed Gueye,2022-23
1629060,Rui Hachimura,2022-23
1630204,Ashton Hagans,2022-23
1630169,Tyrese Haliburton,2022-23
1630181,R.J. Hampton,2022-23
203501,Tim Hardaway Jr.,2022-23
201935,James Harden,2022-23
1630702,Jaden Hardy,2022-23
1631199,Ron Harper Jr.,2022-23
