Season,YOS,Min Salary,Max Salary
2005-06,10 YOS,1138500.0,16800000.0
2005-06,11 YOS,1138500.0,16800000.0
2005-06,12 YOS,1138500.0,16800000.0
2005-06,13 YOS,1138500.0,16800000.0
2005-06,14 YOS,1138500.0,16800000.0
2005-06,15 YOS,1138500.0,16800000.0
2005-06,16 YOS,1138500.0,16800000.0
2005-06,17 YOS,1138500.0,16800000.0
2005-06,18 YOS,1138500.0,16800000.0
2005-06,19 YOS,1138500.0,16800000.0
2005-06,20 YOS,1138500.0,16800000.0
2005-06,21 YOS,1138500.0,16800000.0
2005-06,22 YOS,1138500.0,16800000.0
2004-05,0 YOS,385277.0,10968000.0
2004-05,1 YOS,620046.0,10968000.0
2004-05,2 YOS,695046.0,10968000.0
2004-05,3 YOS,695046.0,10968000.0
2004-05,4 YOS,695046.0,10968000.0
2004-05,5 YOS,695046.0,10968000.0
2004-05,6 YOS,695046.0,10968000.0
2004-05,7 YOS,695046.0,13161000.0
2004-05,8 YOS,695046.0,13161000.0
2004-05,9 YOS,695046.0,13161000.0
2004-05,10 YOS,1100000.0,15355000.0
2004-05,11 YOS,1100000.0,15355000.0
2004-05,12 YOS,1100000.0,15355000.0
2004-05,13 YOS,1100000.0,15355000.0
2004-05,14 YOS,1100000.0,15355000.0
2004-05,15 YOS,1100000.0,15355000.0
2004-05,16 YOS,1100000.0,15355000.0
2004-05,17 YOS,1100000.0,15355000.0
2004-05,18 YOS,1100000.0,15355000.0
2004-05,19 YOS,1100000.0,15355000.0
2004-05,20 YOS,1100000.0,15355000.0
2004-05,21 YOS,1100000.0,15355000.0
2004-05,22 YOS,1100000.0,15355000.0
2003-04,0 YOS,366931.0,10960000.0
2003-04,1 YOS,563679.0,10960000.0
2003-04,2 YOS,638679.0,10960000.0
2003-04,3 YOS,638679.0,10960000.0
2003-04,4 YOS,638679.0,10960000.0
2003-04,5 YOS,638679.0,10960000.0
2003-04,6 YOS,638679.0,10960000.0
2003-04,7 YOS,638679.0,13152000.0
2003-04,8 YOS,638679.0,13152000.0
2003-04,9 YOS,638679.0,13152000.0
2003-04,10 YOS,1070000.0,15344000.0
2003-04,11 YOS,1070000.0,15344000.0
2003-04,12 YOS,1070000.0,15344000.0
2003-04,13 YOS,1070000.0,15344000.0
2003-04,14 YOS,1070000.0,15344000.0
2003-04,15 YOS,1070000.0,15344000.0
2003-04,16 YOS,1070000.0,15344000.0
2003-04,17 YOS,1070000.0,15344000.0
2003-04,18 YOS,1070000.0,15344000.0
2003-04,19 YOS,1070000.0,15344000.0
2003-04,20 YOS,1070000.0,15344000.0
2003-04,21 YOS,1070000.0,15344000.0
2003-04,22 YOS,1070000.0,15344000.0
2002-03,0 YOS,349458.0,10067750.0
2002-03,1 YOS,512435.0,10067750.0
2002-03,2 YOS,587435.0,10067750.0
2002-03,3 YOS,587435.0,10067750.0
2002-03,4 YOS,587435.0,10067750.0
2002-03,5 YOS,587435.0,10067750.0
2002-03,6 YOS,587435.0,10067750.0
2002-03,7 YOS,587435.0,12081300.0
2002-03,8 YOS,587435.0,12081300.0
2002-03,9 YOS,587435.0,12081300.0
2002-03,10 YOS,1030000.0,14094850.0
2002-03,11 YOS,1030000.0,14094850.0
2002-03,12 YOS,1030000.0,14094850.0
2002-03,13 YOS,1030000.0,14094850.0
2002-03,14 YOS,1030000.0,14094850.0
2002-03,15 YOS,1030000.0,14094850.0
2002-03,16 YOS,1030000.0,14094850.0
2002-03,17 YOS,1030000.0,14094850.0
2002-03,18 YOS,1030000.0,14094850.0
2002-03,19 YOS,1030000.0,14094850.0
2002-03,20 YOS,1030000.0,14094850.0
2002-03,21 YOS,1030000.0,14094850.0
2002-03,22 YOS,1030000.0,14094850.0
2001-02,0 YOS,332817.0,10625000.0
2001-02,1 YOS,465850.0,10625000.0
2001-02,2 YOS,540850.0,10625000.0
2001-02,3 YOS,540850.0,10625000.0
2001-02,4 YOS,540850.0,10625000.0
2001-02,5 YOS,540850.0,10625000.0
2001-02,6 YOS,540850.0,10625000.0
2001-02,7 YOS,540850.0,12750000.0
2001-02,8 YOS,540850.0,12750000.0
2001-02,9 YOS,540850.0,12750000.0
2001-02,10 YOS,1000000.0,14875000.0
2001-02,11 YOS,1000000.0,14875000.0
2001-02,12 YOS,1000000.0,14875000.0
2001-02,13 YOS,1000000.0,14875000.0
2001-02,14 YOS,1000000.0,14875000.0
2001-02,15 YOS,1000000.0,14875000.0
2001-02,16 YOS,1000000.0,14875000.0
2001-02,17 YOS,1000000.0,14875000.0
2001-02,18 YOS,1000000.0,14875000.0
2001-02,19 YOS,1000000.0,14875000.0
2001-02,20 YOS,1000000.0,14875000.0
2001-02,21 YOS,1000000.0,14875000.0
2001-02,22 YOS,1000000.0,14875000.0
2000-01,0 YOS,316969.0,9658000.0
2000-01,1 YOS,423500.0,9658000.0
2000-01,2 YOS,498500.0,9658000.0
2000-01,3 YOS,498500.0,9658000.0
2000-01,4 YOS,498500.0,9658000.0
2000-01,5 YOS,498500.0,9658000.0
2000-01,6 YOS,498500.0,9658000.0
2000-01,7 YOS,498500.0,11589000.0
2000-01,8 YOS,498500.0,11589000.0
2000-01,9 YOS,498500.0,11589000.0
2000-01,10 YOS,1000000.0,14000000.0
2000-01,11 YOS,1000000.0,14000000.0
2000-01,12 YOS,1000000.0,14000000.0
2000-01,13 YOS,1000000.0,14000000.0
2000-01,14 YOS,1000000.0,14000000.0
2000-01,15 YOS,1000000.0,14000000.0
2000-01,16 YOS,1000000.0,14000000.0
2000-01,17 YOS,1000000.0,14000000.0
2000-01,18 YOS,1000000.0,14000000.0
2000-01,19 YOS,1000000.0,14000000.0
2000-01,20 YOS,1000000.0,14000000.0
2000-01,21 YOS,1000000.0,14000000.0
2000-01,22 YOS,1000000.0,14000000.0
